employee_id,age,gender,department,remote_days,tenure_years,manager,training_group,leadership_1,leadership_2,leadership_3,leadership_4_reverse,engagement_1,engagement_2,engagement_3,engagement_4_reverse,role_clarity_1,role_clarity_2,role_clarity_3,role_clarity_4,workload,organizational_support,job_satisfaction,performance,burnout,turnover_intention
E010284,28,Man,Operations,5,3.3,No,Control,1.0,1.0,1.0,5.0,3.0,2.0,3.0,1.0,3.0,1.0,1.0,4.0,3.52,3.32,2.64,44.7,25.6,4.34
E010285,49,Man,HR,2,1.8,Yes,Training,1.0,4.0,2.0,4.0,1.0,1.0,2.0,5.0,4.0,4.0,3.0,4.0,5.66,4.63,3.25,53.9,55.1,4.9
E010286,43,Man,Technology,3,3.7,No,Training,1.0,1.0,1.0,5.0,2.0,1.0,2.0,4.0,2.0,3.0,1.0,1.0,3.04,1.67,2.02,47.0,39.9,4.06
E010287,45,Woman,Operations,3,8.3,No,Control,3.0,1.0,2.0,4.0,3.0,4.0,4.0,1.0,5.0,3.0,2.0,2.0,4.2,2.56,4.82,62.5,57.1,4.42
E010288,28,Woman,HR,1,4.9,No,Control,3.0,4.0,3.0,5.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.77,4.24,4.41,49.5,31.4,3.25
E010289,46,Woman,Finance,1,8.4,No,Training,5.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,4.0,3.0,2.0,3.0,2.8,6.75,5.52,64.1,38.1,2.26
E010290,29,Man,Technology,2,5.2,No,Control,4.0,2.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,4.62,4.15,3.68,55.3,45.9,4.61
E010291,35,Woman,Marketing,3,6.7,No,Training,4.0,4.0,4.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,4.15,5.15,4.97,48.6,36.5,3.54
E010292,51,Man,Finance,0,6.6,No,Training,5.0,,4.0,1.0,4.0,4.0,5.0,1.0,3.0,2.0,2.0,4.0,2.44,2.01,3.68,64.2,25.7,3.89
E010293,41,Man,Operations,2,5.7,No,Control,4.0,2.0,2.0,1.0,5.0,4.0,4.0,1.0,5.0,3.0,4.0,5.0,4.29,4.16,5.17,54.6,49.8,3.08
E010294,39,Woman,Marketing,1,7.1,Yes,Control,4.0,3.0,4.0,2.0,5.0,4.0,5.0,2.0,4.0,3.0,5.0,5.0,3.08,3.51,3.26,62.1,41.3,4.25
E010295,32,Woman,Operations,3,3.4,No,Control,4.0,2.0,4.0,3.0,4.0,3.0,5.0,1.0,4.0,4.0,3.0,3.0,3.05,4.2,4.96,64.6,36.4,4.06
E010296,27,Woman,Technology,2,2.2,No,Training,3.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,5.35,4.96,3.31,52.9,51.1,5.25
E010297,35,Woman,Technology,2,0.5,Yes,Control,3.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,3.51,3.4,3.13,49.3,49.3,3.41
E010298,22,Woman,HR,2,2.9,Yes,Training,5.0,5.0,5.0,1.0,3.0,2.0,2.0,4.0,5.0,5.0,4.0,4.0,4.54,4.08,3.4,61.3,48.2,5.08
E010299,55,Woman,Marketing,3,8.2,No,Training,2.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,5.0,5.03,5.33,4.29,,39.4,3.71
E010300,22,Woman,Operations,2,6.0,Yes,Training,5.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,3.0,2.0,5.0,5.0,4.06,4.31,5.01,69.2,50.8,3.89
E010301,43,Man,Technology,3,4.7,No,Control,5.0,4.0,5.0,2.0,5.0,4.0,4.0,1.0,1.0,5.0,4.0,5.0,4.0,2.88,3.66,51.3,51.7,4.27
E010302,31,Man,Technology,2,3.9,No,Training,1.0,2.0,1.0,3.0,1.0,1.0,3.0,5.0,3.0,3.0,2.0,3.0,5.19,3.09,3.4,50.4,68.3,5.23
E010303,31,Man,Marketing,1,4.4,No,Control,2.0,3.0,5.0,2.0,3.0,3.0,1.0,3.0,4.0,,2.0,4.0,4.19,6.19,5.46,55.8,47.8,2.06
E010304,27,Woman,Finance,3,3.3,No,Control,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,5.47,3.57,2.84,38.8,51.3,5.28
E010305,62,Man,Technology,1,1.6,No,Training,1.0,1.0,1.0,5.0,1.0,1.0,3.0,5.0,3.0,2.0,3.0,1.0,2.73,3.49,4.51,54.3,37.7,3.36
E010306,48,Man,Operations,2,3.4,Yes,Training,4.0,4.0,1.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,3.89,3.56,4.08,60.2,45.5,2.99
E010307,22,Man,Operations,2,4.6,No,Training,4.0,4.0,3.0,3.0,2.0,1.0,1.0,4.0,2.0,2.0,3.0,1.0,5.02,4.59,3.07,47.0,50.4,5.12
E010308,46,Woman,Marketing,3,4.1,No,Training,3.0,5.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,5.0,4.0,5.0,3.46,3.26,5.66,67.1,40.4,4.14
E010309,22,Man,Finance,4,4.6,No,Training,3.0,2.0,4.0,1.0,4.0,5.0,4.0,4.0,5.0,2.0,5.0,5.0,3.3,2.96,5.1,67.3,51.2,4.02
E010310,37,Woman,Technology,2,3.8,No,Training,5.0,5.0,5.0,2.0,3.0,4.0,5.0,2.0,2.0,4.0,3.0,2.0,5.04,5.8,4.34,62.1,40.2,2.75
E010311,50,Woman,Finance,1,2.1,No,Training,1.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,3.19,2.93,3.29,49.7,50.6,4.22
E010312,42,Man,Operations,4,9.4,No,Training,1.0,1.0,1.0,5.0,1.0,2.0,2.0,5.0,2.0,1.0,1.0,1.0,3.96,2.04,2.98,60.3,60.4,4.92
E010313,46,Non-binary / prefer not to say,Technology,5,2.9,Yes,Control,5.0,5.0,5.0,2.0,3.0,2.0,2.0,2.0,5.0,4.0,4.0,5.0,3.01,5.41,5.04,70.3,40.9,2.35
E010314,40,Man,Technology,2,6.5,No,Training,2.0,3.0,3.0,5.0,2.0,1.0,2.0,4.0,2.0,4.0,4.0,4.0,4.57,4.0,3.04,55.9,54.9,6.1
E010315,29,Man,HR,4,2.4,No,Training,1.0,2.0,2.0,5.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,4.86,2.63,,43.8,52.1,5.59
E010316,40,Woman,HR,2,8.0,No,Training,2.0,4.0,4.0,,5.0,4.0,4.0,2.0,4.0,4.0,4.0,5.0,4.54,4.18,5.33,66.5,48.0,3.94
E010317,30,Man,Technology,2,3.0,Yes,Training,5.0,4.0,4.0,1.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,3.82,3.44,2.66,60.6,47.8,5.03
E010318,43,Woman,Technology,2,3.0,No,Control,5.0,3.0,4.0,2.0,5.0,4.0,2.0,,5.0,5.0,5.0,5.0,4.31,4.17,4.73,61.0,48.2,3.65
E010319,22,Man,Operations,2,3.1,Yes,Training,2.0,2.0,5.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.24,4.98,4.24,43.6,38.6,2.26
E010320,29,Woman,Marketing,1,4.5,No,Training,2.0,1.0,3.0,4.0,3.0,3.0,2.0,4.0,2.0,1.0,1.0,2.0,5.16,3.3,3.81,40.4,63.1,5.62
E010321,52,Woman,Marketing,3,2.0,No,Control,4.0,4.0,3.0,4.0,4.0,1.0,1.0,4.0,4.0,5.0,4.0,3.0,3.38,4.08,3.8,59.7,49.8,4.05
E010322,41,Man,Marketing,4,6.9,Yes,Training,2.0,1.0,2.0,4.0,4.0,5.0,3.0,4.0,1.0,2.0,1.0,1.0,3.92,4.07,3.73,52.4,45.7,4.26
E010323,52,Man,HR,2,2.7,No,Training,3.0,4.0,3.0,2.0,3.0,5.0,5.0,1.0,1.0,2.0,3.0,2.0,3.87,3.72,4.5,54.3,45.0,3.1
E010324,41,Non-binary / prefer not to say,Finance,3,0.8,No,Training,4.0,4.0,5.0,1.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,3.56,3.77,4.66,60.8,47.7,3.13
E010325,34,Woman,Marketing,3,18.4,No,Control,5.0,3.0,4.0,2.0,5.0,5.0,5.0,1.0,5.0,4.0,5.0,5.0,3.38,4.53,4.92,57.3,39.5,4.12
E010326,44,Woman,Marketing,0,9.1,No,Control,1.0,1.0,2.0,5.0,4.0,5.0,3.0,4.0,1.0,2.0,1.0,1.0,2.82,2.53,3.12,57.8,42.8,4.51
E010327,57,Man,Finance,0,1.6,No,Control,4.0,3.0,2.0,3.0,5.0,5.0,4.0,2.0,5.0,4.0,3.0,4.0,3.59,3.56,4.5,58.6,44.5,4.11
E010328,33,Man,Operations,1,6.4,No,Training,4.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,5.76,4.74,2.41,49.8,52.8,5.34
E010329,40,Woman,Technology,3,2.8,No,Control,3.0,5.0,4.0,2.0,2.0,4.0,2.0,3.0,1.0,4.0,2.0,2.0,3.58,5.32,5.16,50.6,40.3,2.02
E010330,58,Man,Operations,2,4.8,No,Training,1.0,2.0,1.0,5.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,3.15,2.19,3.88,66.1,49.0,4.78
E010331,57,Woman,Operations,1,6.8,No,Control,4.0,4.0,5.0,4.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,6.08,2.6,3.68,66.9,67.0,4.65
E010332,32,Woman,HR,5,1.6,No,Control,2.0,2.0,3.0,,4.0,1.0,5.0,3.0,1.0,2.0,1.0,2.0,2.46,5.59,6.04,55.3,35.7,1.6
E010333,49,Woman,HR,3,5.0,No,Training,1.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,4.0,3.0,2.0,4.0,4.51,3.64,1.82,39.9,53.6,5.59
E010334,29,Woman,Technology,3,6.0,No,Training,3.0,2.0,3.0,3.0,2.0,2.0,4.0,5.0,3.0,4.0,4.0,5.0,3.6,2.59,3.48,61.9,49.6,2.79
E010335,33,Man,HR,1,7.3,No,Control,3.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,4.0,5.0,5.0,3.0,3.26,4.15,4.63,52.9,51.3,3.42
E010336,29,Man,Finance,1,5.9,No,Control,3.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,5.0,3.0,2.0,5.0,4.05,2.66,3.52,46.5,49.0,5.85
E010337,34,Woman,Operations,5,0.8,Yes,Training,3.0,3.0,5.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,5.65,2.83,2.49,48.5,62.8,6.15
E010338,41,Man,Operations,0,5.3,No,Training,2.0,1.0,2.0,5.0,2.0,4.0,2.0,3.0,1.0,1.0,2.0,1.0,3.46,4.3,3.97,56.4,34.7,2.88
E010339,38,Man,Marketing,3,5.8,Yes,Training,3.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,2.0,4.0,3.0,5.0,6.2,3.65,2.71,59.9,64.1,5.8
E010340,33,Man,Finance,5,1.5,No,Control,1.0,,2.0,5.0,4.0,2.0,,1.0,4.0,4.0,5.0,3.0,3.17,3.67,4.33,54.1,29.5,3.39
E010341,47,Man,Technology,4,5.4,No,Control,2.0,4.0,5.0,2.0,5.0,5.0,,1.0,5.0,4.0,3.0,5.0,4.35,4.84,5.08,69.2,48.2,3.0
E010342,55,Man,Operations,3,2.8,No,Control,1.0,1.0,1.0,5.0,2.0,2.0,1.0,4.0,3.0,3.0,2.0,2.0,2.21,3.7,3.73,55.5,43.5,4.94
E010343,38,Man,Operations,2,6.1,No,Training,1.0,1.0,1.0,5.0,2.0,1.0,2.0,5.0,1.0,2.0,1.0,2.0,4.35,3.96,1.91,37.5,38.4,4.68
E010344,45,Woman,Operations,2,0.7,No,Training,5.0,3.0,3.0,4.0,5.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,3.28,2.92,4.45,49.5,42.1,2.83
E010345,33,Man,HR,3,1.3,No,Control,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,4.0,3.0,3.98,4.84,3.99,47.3,35.0,4.65
E010346,40,Man,Marketing,2,0.8,No,Training,5.0,4.0,5.0,2.0,4.0,3.0,3.0,3.0,5.0,4.0,5.0,2.0,3.53,4.76,6.85,62.1,38.7,3.01
E010347,37,Man,Technology,2,5.0,No,Control,3.0,1.0,4.0,3.0,5.0,4.0,4.0,2.0,1.0,1.0,4.0,3.0,1.83,2.79,4.97,61.9,31.1,3.99
E010348,30,Woman,Finance,2,3.5,No,Training,1.0,2.0,1.0,5.0,3.0,3.0,3.0,4.0,1.0,3.0,1.0,3.0,3.89,2.32,2.97,49.8,53.7,5.6
E010349,48,Man,Finance,2,1.9,No,Control,4.0,5.0,5.0,3.0,3.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,4.65,4.61,4.01,50.2,48.0,3.84
E010350,42,Man,Finance,4,9.0,No,Control,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,5.93,2.78,4.15,54.3,70.9,4.47
E010351,39,Woman,Technology,4,5.3,No,Control,5.0,5.0,5.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.1,6.19,5.01,63.4,23.2,2.2
E010352,41,Woman,Finance,2,4.4,No,Control,3.0,5.0,4.0,3.0,2.0,4.0,3.0,3.0,1.0,2.0,2.0,1.0,5.42,3.55,3.48,48.7,45.7,5.79
E010353,34,Woman,Operations,2,0.6,No,Training,3.0,3.0,1.0,5.0,3.0,3.0,3.0,,1.0,1.0,1.0,1.0,4.04,3.99,5.0,58.7,34.1,2.75
E010354,44,Woman,HR,0,0.6,No,Control,2.0,1.0,1.0,5.0,1.0,2.0,3.0,5.0,2.0,1.0,2.0,2.0,2.68,3.11,4.18,43.6,35.7,4.5
E010355,28,Woman,Finance,0,1.1,No,Control,5.0,2.0,3.0,2.0,3.0,5.0,1.0,3.0,3.0,4.0,3.0,3.0,4.1,4.39,4.57,42.9,40.9,4.24
E010356,49,Woman,Technology,0,6.9,No,Training,2.0,,2.0,5.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.38,2.93,4.4,61.6,43.1,3.77
E010357,38,Man,Marketing,2,4.6,No,Training,3.0,5.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,3.5,3.29,2.5,60.9,58.6,5.45
E010358,45,Woman,Finance,0,2.7,No,Training,4.0,5.0,4.0,2.0,4.0,4.0,4.0,2.0,5.0,3.0,5.0,4.0,5.08,4.61,4.02,53.0,46.4,3.24
E010359,30,Woman,Technology,3,4.1,No,Control,4.0,5.0,4.0,2.0,5.0,5.0,4.0,1.0,5.0,5.0,3.0,3.0,4.77,5.62,4.48,63.9,45.4,3.25
E010360,24,Woman,Operations,3,1.0,Yes,Training,1.0,3.0,4.0,5.0,1.0,1.0,1.0,5.0,5.0,4.0,4.0,4.0,5.56,3.6,3.53,46.4,61.5,5.0
